"","X","RID","activity","ResponseId","Rank","Question","activity_orig","activity_grammarfix","activity_standard1","activity_standard2"
"3091","3876","385","wildlife viewing","r_1ok8hxbacsrbkud","7","q1_7","wildlife viewing","view wildlife","view wildlife","view wildlife"
"3092","3896","387","write poetry","r_29oir1m9icymdci","7","q1_7","write poetry","write poetry","write poetry","write poetry"
"3093","3906","388","unwind from busy lives","r_1kxn0kmjj5sedhs","7","q1_7","unwind from busy lives","unwind","unwind","relax, rest and unwind"
"3094","39110","389","mounted orienteering","r_3irs9or4zne7uob","7","q1_7","mounted orienteering","mounted orienteer","mounted orienteer","mounted orienteer"
"3095","3926","390","self reflection","r_1mgdzpa3x8cicwf","7","q1_7","self reflection","self reflection","self reflection","self reflection"
"3096","3946","392","sight see","r_e4cd8v7nd189mcd","7","q1_7","sight see","sightsee","sightsee and travel","sightsee and travel"
"3097","3996","397","travel","r_2wu0xjajqdvvobw","7","q1_7","travel","travel","sightsee and travel","sightsee and travel"
"3098","4006","398","observe plants","r_2bl0grhbyljawv9","7","q1_7","observe plants","observe plants","view plants","view plants"
"3099","4026","400","study nature","r_1qmcrpf03xrvzd5","7","q1_7","study nature","study nature","study nature","study nature"
"3100","4096","407","look for viewpoints","r_2zju4a1ad5hrztw","7","q1_7","look for viewpoints","look for viewpoints","view scenery","view scenery"
"3101","4176","415","exercise","r_thzrjrh5k741i3l","7","q1_7","exercise","exercise","exercise","exercise"
"3102","4196","417","survey health of forest","r_239skspji5psntr","7","q1_7","survey health of forest","survey health of forest","survey health of forest","relax, rest and unwind"
"3103","4206","418","jog","r_1dp68yfji6v0crz","7","q1_7","jog","jog","run","run"
"3104","4266","424","bird watch","r_uawk8iivcjzho6z","7","q1_7","bird watch","bird watch","bird view","bird view"
"3105","4296","427","pray and remember loved ones who have passed that used to share the trails with us talk to and enjoy being with my equine best friend","r_126kdgujqycujmh","7","q1_7","pray and remember loved ones who have passed that used to share the trails with us talk to and enjoy being with my equine best friend","pray and remember loved ones who have passed that used to share the trails with us talk to and enjoy be with my equine best friend","pray and remember loved ones who have passed that used to share the trail with us talk to and enjoy be with my horse best friend","pray and remember loved ones who have passed that used to share the trail with us talk to and enjoy be with my horse best friend"
"3106","43110","429","walk dogs","r_w8nglmh8gauzsl3","7","q1_7","walk dogs","walk pets","walk pets","walk pets"
"3107","4326","430","meditate/think","r_zt53ysmmaxpd1hd","7","q1_7","meditate/think","meditate/think","meditate/think","meditate"
"3108","4386","436","downhill ski","r_2tgdn8sgyuuagul","7","q1_7","downhill ski","downhill ski","downhill ski","downhill ski"
"3109","4396","437","take photos","r_2up8behlwjgkpkj","7","q1_7","take photos","photograph","photograph","photograph"
"3110","4406","438","bird watch","r_2cwl5zedzoixbfh","7","q1_7","bird watch ","bird watch","bird view","bird view"
"3111","44110","439","take pictures","r_3g8pobaor06tmow","7","q1_7","take pictures","photograph","photograph","photograph"
"3112","4426","440","mountain bike","r_2celdnwokniyw99","7","q1_7","mountain bike","mountain bike","mountain bike","mountain bike"
"3113","4436","441","walk","r_3dvsmx2ddyax6p9","7","q1_7","walk","walk","walk","walk"
"3114","4456","443","run","r_1inzg7bv9mjoe9e","7","q1_7","run","run","run","run"
"3115","4476","445","education","r_2fkpzwsmrcfb63p","7","q1_7","education","education","education","education"
"3116","4486","446","stroller","r_1m2ugmfn9ft6t9d","7","q1_7","stroller","stroller","stroller","stroller"
"3117","4506","448","relax","r_qfdyxyhzxu5l0hl","7","q1_7","relax","relax","relax","relax, rest and unwind"
"3118","45110","449","bike","r_2ttcouwris4rqyv","7","q1_7","bike","bike","bike","bike"
"3119","4526","450","walk a dog","r_12yh5rmfshrcnm8","7","q1_7","walk a dog","walk pets","walk pets","walk pets"
"3120","4536","451","study stars  night time","r_0cvdusoup0dsizp","7","q1_7","study stars -night time ","study stars  night time","study stars  night time","study stars  night time"
"3121","4546","452","traveling","r_3nypx4czqkpbnm8","7","q1_7","traveling ","travel","sightsee and travel","sightsee and travel"
"3122","4566","454","backpack","r_296ldisikf67hmc","7","q1_7","backpack","backpack","backpack","backpack"
"3123","4586","456","take pictures","r_1laeitokw8zn6rh","7","q1_7","take pictures","photograph","photograph","photograph"
"3124","4606","458","botany","r_12lrm0jb1fyu74p","7","q1_7","botany ","botany","botany","botany"
"3125","46110","459","nature watch","r_cetkrwueqcul4vx","7","q1_7","nature watch","view nature","view nature","view nature"
"3126","4626","460","commute","r_2xlfq2dpzwiiotv","7","q1_7","commute","commute","commute","commute"
"3127","4636","461","socialize","r_bkmtii78jfarcyp","7","q1_7","socialize ","socialize","socialize","socialize"
"3128","4656","463","educational tours","r_1kesqnwevxg6387","7","q1_7","educational tours ","educational tours","educational tours","educational tours"
"3129","4666","464","cross country ski","r_2d1xvoihydkyxmn","7","q1_7","cross country ski","cross country ski","cross country ski","cross country ski"
"3130","4676","465","photos","r_o0b8rrlwivb1fhr","7","q1_7","photos ","photograph","photograph","photograph"
"3131","4686","466","enjoy the natural world","r_2cwfmvprt0uznsa","7","q1_7","enjoy the natural world","enjoy the nature","enjoy the nature","enjoy the nature"
"3132","4706","468","camp","r_3mehulf1vwwqpkk","7","q1_7","camp","camp","camp","camp"
"3133","4726","470","horse back riding","r_eefuw4syxc9fsbd","7","q1_7","horse back riding","horseback ride","horseback ride","horseback ride"
"3134","4736","471","outdoor class","r_1nrdpwf0tash4rr","7","q1_7","outdoor class","outdoor class","outdoor class","outdoor class"
"3135","4756","473","access other places","r_3sjq4qt883evaq1","7","q1_7","access other places","access other places","access other places or amenities","access other places or amenities"
"3136","4776","475","snow shoe","r_1cyicjdtcxbhpmp","7","q1_7","snow shoe","snowshoe","snowshoe","snowshoe"
"3137","4796","477","ride bikes","r_29p71pcbgmg9sa7","7","q1_7","ride bikes","bike","bike","bike"
"3138","48110","479","socialize","r_2djqy3cs92rzzhq","7","q1_7","socialize","socialize","socialize","socialize"
"3139","4826","480","connect with nature","r_2aohu1bipbxeadr","7","q1_7","connect with nature","connect with nature","connect with nature","connect with nature"
"3140","4846","482","photography","r_ziah9gt532nmj9l","7","q1_7","photography","photograph","photograph","photograph"
"3141","4856","483","ride horses","r_2ehgqa7igkcvfbo","7","q1_7","ride horses","horseback ride","horseback ride","horseback ride"
"3142","4866","484","meditate","r_2xa9mmywplq6kuf","7","q1_7","meditate","meditate","meditate","meditate"
"3143","4906","488","explore","r_2r9bqscrabmxbvb","7","q1_7","explore","explore","explore","explore"
"3144","49110","489","hiking","r_23ws4ctxzlmv1og","7","q1_7","hiking","hike","hike","hike"
"3145","4946","492","horse back riding","r_2opghqwlbwxwt77","7","q1_7","horse back riding","horseback ride","horseback ride","horseback ride"
"3146","4956","493","watch for wildlife","r_29of4pzcxwe8mmw","7","q1_7","watch for wildlife ","view wildlife","view wildlife","view wildlife"
"3147","4966","494","photography","r_51fscfzrmlyibsl","7","q1_7","photography","photograph","photograph","photograph"
"3148","4986","496","bike","r_yito7qt1igtwulb","7","q1_7","bike","bike","bike","bike"
"3149","4996","497","friendship","r_3qg1x5vwzyzifcr","7","q1_7","friendship ","friendship","socialize with friends","socialize with friends"
"3150","5036","501","photography","r_2rgfglz5p5o2qbs","7","q1_7","photography","photograph","photograph","photograph"
"3151","5086","506","picture taking","r_1mlxajkffkqpncb","7","q1_7","picture taking","photograph","photograph","photograph"
"3152","5106","508","look at wildlife","r_4mjmqt8etzl8f45","7","q1_7","look at wildlife","look at wildlife","view wildlife","view wildlife"
"3153","51110","509","natural environment","r_1k7odub1wakb9di","7","q1_7","natural environment","natural environment","natural environment","natural environment"
"3154","5126","510","exercise","r_2zcdxhkvcsyczwo","7","q1_7","exercise","exercise","exercise","exercise"
"3155","5156","513","bouldering (where allowed)","r_2d1wo7j8uwt5zwt","7","q1_7","bouldering (where allowed)","bouldering","bouldering","bouldering"
"3156","5166","514","hunt","r_216axihzuc3houf","7","q1_7","hunt","hunt","hunt","hunt"
"3157","5196","517","yoga","r_rt3zjv3ke2heytl","7","q1_7","yoga","yoga","yoga","yoga"
"3158","5206","518","walking taking pictures","r_3pms2n3uacilxrm","7","q1_7","walking taking pictures","walk and photograph","walk and photograph","walk and photograph"
"3159","5246","522","running","r_3klorxah2hfklh4","7","q1_7","running","run","run","run"
"3160","5256","523","camping","r_12uttmrpsq7vhpi","7","q1_7","camping","camp","camp","camp"
"3161","5266","524","pull weeds","r_2fqpktu2afe43xr","7","q1_7","pull weeds","pull weeds","pull weeds","pull weeds"
"3162","5286","526","backpack","r_vslyw1a4ewswlo9","7","q1_7","backpack ","backpack","backpack","backpack"
"3163","5296","527","rock climb","r_3o9e5oqanwiac9t","7","q1_7","rock climb","rock climb","rock climb","rock climb"
"3164","53110","529","maintainenance","r_2stneuig1z5vsoh","7","q1_7","maintainenance","maintenance","maintain","maintain"
"3165","5356","533","section hike long distance trails","r_e2krnbhsfyegrbv","7","q1_7","section hike long distance trails","section hike long distance trails","section hike long distance trail","section hike long distance trail"
"3166","5366","534","xc ski","r_233302tlhujujf1","7","q1_7","xc ski","cross country ski","cross country ski","cross country ski"
"3167","5396","537","reduce stress","r_3kbvpwsiewrmv9e","7","q1_7","reduce stress","ease stress","ease stress","ease stress"
"3168","54110","539","soak up nature","r_3qpy4rkoyhg9unc","7","q1_7","soak up nature","soak up nature","soak up nature","soak up nature"
"3169","5426","540","visit with others","r_2rqzxwtpxfv75sl","7","q1_7","visit with others","visit with others","socialize with others","socialize with others"
"3170","5446","542","vandalize","r_cne3i5hcrjndawb","7","q1_7","vandalize","vandalize","vandalize","vandalize"
"3171","5506","548","animal studies","r_1p2ftcklcvlsern","7","q1_7","animal studies","animal studies","wildlife study","wildlife study"
"3172","5536","551","wildlife viewing","r_5ywm9p9gxaigjnf","7","q1_7","wildlife viewing","view wildlife","view wildlife","view wildlife"
"3173","5546","552","backpack","r_1p7dfuktcwv1zoc","7","q1_7","backpack","backpack","backpack","backpack"
"3174","5556","553","explore","r_3q9xmejqgnjmv3o","7","q1_7","explore","explore","explore","explore"
"3175","5566","554","photography","r_1ohtt4ninviseqa","7","q1_7","photography","photograph","photograph","photograph"
"3176","5576","555","plant identification","r_3pzw4vclbwhbzcq","7","q1_7","plant identification","identify plants","identify plants","identify plants"
"3177","5596","557","horseback riding","r_3rq432pkjj7we5e","7","q1_7","horseback riding ","horseback ride","horseback ride","horseback ride"
"3178","5606","558","swim","r_yiqsqpdrbxonvy9","7","q1_7","swim","swim","swim","swim"
"3179","5626","560","think in quietness","r_1gu5z2ucygmkw3q","7","q1_7","think in quietness ","think in quietness","think in quietness","think and contemplate"
"3180","5636","561","engage in counterproductive territorial disputes over access/user rights when there are clearly posted yield/access signage","r_10pdy1park4rz6p","7","q1_7","engage in counterproductive territorial disputes over access/user rights when there are clearly posted yield/access signage","engage in counterproductive territorial disputes over access/user rights when there are clearly posted yield/access signage","engage in counterproductive territorial disputes over access/user rights when there are clearly posted yield/access signage","engage in counterproductive territorial disputes over access/user rights when there are clearly posted yield/access signage"
"3181","5646","562","interact with friends","r_pgm04ejdyogric1","7","q1_7","interact with friends","interact with friends","socialize with friends","socialize with friends"
"3182","5656","563","photography","r_12myrekcmlfni4z","7","q1_7","photography","photograph","photograph","photograph"
"3183","5666","564","photography","r_3oz8t0fspdsu8r6","7","q1_7","photography","photograph","photograph","photograph"
"3184","5676","565","picnic","r_1in6xixrv9i3cwm","7","q1_7","picnic","picnic","picnic","picnic"
"3185","5686","566","hunt","r_2rwae2dueh46tqh","7","q1_7","hunt","hunt","hunt","hunt"
"3186","5736","571","photography","r_24hfxpymcsy8mo6","7","q1_7","photography","photograph","photograph","photograph"
"3187","5786","576","ride horses","r_1jany0kocdcyku5","7","q1_7","ride horses","horseback ride","horseback ride","horseback ride"
"3188","3128","1","ski/snowshoe","r_3liiunmei2baqjr","8","q1_8","ski/snowshoe","ski and snowshoe","ski and snowshoe","ski and snowshoe"
"3189","4128","2","relax","r_3p4y1yt6ekugmsc","8","q1_8","relax","relax","relax","relax, rest and unwind"
"3190","827","6","learn history","r_12qqwffhvgmswpq","8","q1_8","learn history","learn history","learn history","learn history"
"3191","927","7","paint","r_3efppnrlouhd5pk","8","q1_8","paint","paint","paint","paint"
"3192","1127","9","foraging","r_1i6qx57pqmtblsn","8","q1_8","foraging","forage","forage","forage"
"3193","1227","10","explore ruins, cemeteries, historic sites, etc","r_3dbaw4wphgexpgd","8","q1_8","explore ruins, cemeteries, historic sites, etc.","explore ruins, cemeteries, historic sites, etc","explore ruins, cemeteries, historic sites, etc","explore ruins, cemeteries, historic sites, etc"
"3194","1327","11","eat","r_1y6yokjl9s7qyb7","8","q1_8","eat","eat","eat","eat"
"3195","1427","12","sweat","r_3dd31lex4lyrw2k","8","q1_8","sweat","sweat","sweat","sweat"
"3196","1527","13","cross county ski","r_x5uuymhdhdqlpvn","8","q1_8","cross-county ski","cross country ski","cross country ski","cross country ski"
"3197","1627","14","fish","r_ahlftwixg0yunkx","8","q1_8","fish","fish","fish","fish"
"3198","1827","16","moose","r_3fvt1jtpnwwli3r","8","q1_8","moose","moose","moose","moose"
"3199","1927","17","geocaching","r_07iquoi9w6ksgzl","8","q1_8","geocaching","geocache","geocache","geocache"
"3200","2127","19","snowmobile","r_21umi5b55ecqsma","8","q1_8","snowmobile","snowmobile","snowmobile","snowmobile"
"3201","2227","20","take pet for a walk","r_2siatildtpieykd","8","q1_8","take pet for a walk","walk pets","walk pets","walk pets"
"3202","2327","21","run race","r_3ezefq2fqinib0i","8","q1_8","run race ","run race","run race","run"
"3203","2527","23","maintenance","r_2afsqeu0xfixosm","8","q1_8","maintenance","maintenance","maintain","maintain"
"3204","2727","25","no vehicles","r_egm7eah0tiyaskp","8","q1_8","no vehicles ","no vehicles","no vehicles","no vehicles"
"3205","3427","32","nature viewing","r_rk8kfhrz69bigbx","8","q1_8","nature viewing","view nature","view nature","view nature"
"3206","3627","34","bird watch","r_1dmfj9yd0wqo5by","8","q1_8","bird watch","bird watch","bird view","bird view"
"3207","3927","37","races","r_6wdcxkejs81ckun","8","q1_8","races","race","race","race"
"3208","4027","38","snow shoe","r_0ms776vygqsci9z","8","q1_8","snow shoe","snowshoe","snowshoe","snowshoe"
"3209","4129","39","make new friends","r_1g58egrmtuwljte","8","q1_8","make new friends","make friends","meet new people or friends","meet new people or friends"
"3210","4327","41","socialize","r_3j1jx6whpf558y1","8","q1_8","socialize","socialize","socialize","socialize"
"3211","4827","46","swim or wade","r_2enti0blihaswj7","8","q1_8","swim or wade","swim or wade","swim or wade","swim or wade"
"3212","5727","55","relaxatiin breathing","r_3r3gnkmxh6cj4xj","8","q1_8","relaxatiin breathing","relax breathe","relax breathe","relax, rest and unwind"
"3213","607","58","hunt","r_0jpq5c2cr1xgqrp","8","q1_8","hunt","hunt","hunt","hunt"
"3214","637","61","biking","r_usyweyonkyalcvd","8","q1_8","biking","bike","bike","bike"
"3215","647","62","birdwatch","r_1mqv6avnoq9pn5i","8","q1_8","birdwatch","bird watch","bird view","bird view"
"3216","657","63","excercise","r_9fezvqn9pwsissl","8","q1_8","excercise ","exercise","exercise","exercise"
"3217","667","64","birding","r_3pabppu2x7c9gw9","8","q1_8","birding","bird watch","bird view","bird view"
"3218","697","67","harvest berries and other foods","r_3hu3ra3kttdmzvp","8","q1_8","harvest berries and other foods","harvest berries and other foods","harvest berries and other foods","harvest berries and other foods"
"3219","707","68","think","r_3ff3nabvxbyjb2f","8","q1_8","think","think","think","think and contemplate"
"3220","747","72","build fires","r_323fbwkmv5fn8ir","8","q1_8","build fires ","build fire","build fire","build fire"
"3221","757","73","horse back riding","r_2cqu5hcof7av4ng","8","q1_8","horse back riding","horseback ride","horseback ride","horseback ride"
"3222","767","74","exercise","r_1k8pwcckgzrm9um","8","q1_8","exercise","exercise","exercise","exercise"
"3223","777","75","remove invasives","r_3codnezira30b6k","8","q1_8","remove invasives","remove invasives","remove invasives","remove invasives"
"3224","787","76","jog","r_uxgpavkrmhppund","8","q1_8","jog","jog","run","run"
"3225","797","77","forest bathing","r_vvwtfbrhayt1zgl","8","q1_8","forest bathing","forest bathe","forest bathe","relax, rest and unwind"
"3226","837","81","enjoy friends","r_2xxerpw7avivavy","8","q1_8","enjoy friends","enjoy friends","socialize with friends","socialize with friends"
"3227","877","85","mountain bike","r_1m6pc2e9zwzsrjz","8","q1_8","mountain bike","mountain bike","mountain bike","mountain bike"
"3228","907","88","volunteer for maintenance","r_1pwzl6luigz8gzp","8","q1_8","volunteer for maintenance","volunteer for maintenance","volunteer for maintain","volunteer for maintain"
"3229","9111","89","bring their kids","r_2uzigvedsmhoz5k","8","q1_8","bring their kids","bring their kids","bring their kids","bring their kids"
"3230","947","92","spend time with friends/family","r_quyv5d6lmj6dmev","8","q1_8","spend time with friends/family","spend time with friends/family","spend time with friends/family","spend time with friends/family"
"3231","967","94","retreats","r_vcf0kk3wjvoj0wf","8","q1_8","retreats","retreats","retreats","retreats"
"3232","987","96","enjoy viewing nature","r_y35kbg9iwai4y6j","8","q1_8","enjoy viewing nature","enjoy view nature","enjoy scenery","enjoy scenery"
"3233","1037","101","hunt","r_2pjkuewfid2u0kw","8","q1_8","hunt","hunt","hunt","hunt"
"3234","1047","102","socialize with friends","r_2ti5qlaw2okfwvv","8","q1_8","socialize with friends ","socialize with friends","socialize with friends","socialize with friends"
"3235","1057","103","get to know environmentcommunity","r_1gjpsfhpwehhnu2","8","q1_8","get to know environment / community","get to know environment community","get to know environment community","get to know environment community"
"3236","1067","104","gather wild foods","r_1f9rimqhati8ej0","8","q1_8","gather wild foods","gather wild foods","gather wild foods","gather wild foods"
"3237","1097","107","photograph","r_3ehq4sshryw9uwr","8","q1_8","photograph","photograph","photograph","photograph"
"3238","1137","111","bird watch","r_273qe4ulgjhlzpq","8","q1_8","bird watch","bird watch","bird view","bird view"
"3239","1167","114","bond with friends and family","r_2uwjv3dz4uyi48s","8","q1_8","bond with friends and family ","bond with friends and family","bond with friends and family","bond with friends and family"
"3240","1187","116","build new trails","r_anssipwxxsnlmib","8","q1_8","build new trails","build new trails","build new trail","build new trail"
"3241","1257","123","deface","r_rp6vhz8lmvq16hn","8","q1_8","deface","deface","deface","deface"
"3242","1267","124","talk","r_2x7dkxtymmtvivo","8","q1_8","talk","talk","talk","talk"
"3243","1287","126","enjoy outdoor exercise","r_3fdtvdx3oaahlwd","8","q1_8","enjoy outdoor exercise","enjoy outdoor exercise","enjoy outdoor exercise","enjoy outdoor exercise"
"3244","1297","127","take long breaks","r_1ou0ew9txwgiwmk","8","q1_8","take long breaks","take long breaks","take long breaks","take long breaks"
"3245","1337","131","fall in love","r_2ydsowftx4l4fua","8","q1_8","fall in love","fall in love","fall in love","fall in love"
"3246","1357","133","give directions","r_2ppqzvhnp8gzvwk","8","q1_8","give directions","give directions","give directions","give directions"
"3247","1377","135","seek solitude","r_1nnrhwmaz0ipom5","8","q1_8","seek solitude","seek solitude","solitude","solitude"
"3248","1397","137","maintain","r_2sdywodrnhzzd2b","8","q1_8","maintain","maintain","maintain","maintain"
"3249","14111","139","take the dog out","r_2pbatlsa05afft6","8","q1_8","take the dog out","take the dog out","take the dog out","take the dog out"
"3250","1428","140","scenic views","r_3nugl5ggldbmshe","8","q1_8","scenic views","scenic vista","scenic vista","scenic vista"
"3251","1457","143","dip/swim in water bodies","r_27ezsoic6wv12nd","8","q1_8","dip/swim in water bodies","swim","swim","swim"
"3252","1477","145","stay alert for something unexpected","r_erf5aubmxebefez","8","q1_8","stay alert for something unexpected","stay alert for something unexpected","stay alert for something unexpected","stay alert for something unexpected"
"3253","1487","146","xc ski/snowshoe","r_xbkdyf08au085pf","8","q1_8","xc ski/snowshoe","cross country ski and snowshoe","cross country ski and snowshoe","cross country ski and snowshoe"
"3254","1507","148","litter","r_2efnuzuxi3snu8v","8","q1_8","litter","trash","trash","trash"
"3255","1528","150","relax","r_1iy1bn9mjjwfggs","8","q1_8","relax","relax","relax","relax, rest and unwind"
"3256","1537","151","backpack","r_3rl6ltagflsvr5e","8","q1_8","backpack","backpack","backpack","backpack"
"3257","1557","153","birdwatch","r_3s6bbwmfcjyvgks","8","q1_8","birdwatch","bird watch","bird view","bird view"
"3258","1597","157","bird watching","r_qfrquxczujhpwq9","8","q1_8","bird watching ","bird watch","bird view","bird view"
"3259","1628","160","photography/plein air","r_322umboucmr4v13","8","q1_8","photography/plein-air","photograph/plein air","photograph/plein air","photograph/plein air"
"3260","1657","163","loiter","r_279aueo0o58a2xh","8","q1_8","loiter","loiter","loiter","loiter"
"3261","1677","165","exercise","r_2affhvy5io7wfc5","8","q1_8","exercise ","exercise","exercise","exercise"
"3262","1697","167","watch nature","r_z0fcxkazkbwatyf","8","q1_8","watch nature","watch nature","view nature","view nature"
"3263","1737","171","bike","r_1ewc53aocuhboop","8","q1_8","bike","bike","bike","bike"
"3264","1747","172","volunteer work","r_20tptfhdlnbebnu","8","q1_8","volunteer work","volunteer","volunteer","volunteer"
"3265","1767","174","access points of interest","r_2rrby6zfdxjooku","8","q1_8","access points of interest","access points of interest","access points of interest","relax, rest and unwind"
"3266","1787","176","leave trash","r_sfsroolgozc1bwv","8","q1_8","leave trash","leave trash","leave trash","leave trash"
"3267","1807","178","ada","r_3ngwvihz2y1inbc","8","q1_8","ada","ada","ada","ada"
"3268","18111","179","canoe","r_zeucnt4zv6slt1d","8","q1_8","canoe","canoe","canoe","canoe"
"3269","1828","180","fitness","r_2aazkndewymcsxf","8","q1_8","fitness","exercise","exercise","exercise"
"3270","1867","184","forage","r_r2hvnyld27vhoev","8","q1_8","forage","forage","forage","forage"
"3271","1877","185","family time (picnic)","r_1eip5rmznhg3i2p","8","q1_8","family time (picnic)","family time (picnic)","family time (picnic)","family time (picnic)"
"3272","1887","186","meet new people","r_10twcuxgf2t46i1","8","q1_8","meet new people.","meet new people","meet new people or friends","meet new people or friends"
"3273","1907","188","observe other nature","r_ah6vurl43mprfkn","8","q1_8","observe other nature","observe nature","view nature","view nature"
"3274","19111","189","dog walk","r_z0tqpeutibkzqsd","8","q1_8","dog walk","walk pets","walk pets","walk pets"
"3275","1937","191","see scenic vistas","r_3honcer2wlhpws1","8","q1_8","see scenic vistas","look at scenic vistas","view scenic vistas","view scenic vistas"
"3276","1947","192","walk to work","r_3ry4xqjuyjuqrvk","8","q1_8","walk to work","walk to work","walk to work","walk to work"
"3277","1957","193","socialize","r_r4vutwhnjo14dbn","8","q1_8","socialize","socialize","socialize","socialize"
"3278","1977","195","bird watching","r_3fezbmtwow1tecr","8","q1_8","bird watching","bird watch","bird view","bird view"
"3279","1987","196","snowshoe","r_01jhiazmyudef5t","8","q1_8","snowshoe","snowshoe","snowshoe","snowshoe"
"3280","2037","201","scenic viewing","r_1ceegzglapnwmc3","8","q1_8","scenic viewing","scenic vista","scenic vista","scenic vista"
"3281","2047","202","camp","r_1ey0moxw3qwus2e","8","q1_8","camp","camp","camp","camp"
"3282","2067","204","fish","r_we7zhxfe1isqkqn","8","q1_8","fish","fish","fish","fish"
"3283","2077","205","jog","r_1fs2ssfuwwpmzeu","8","q1_8","jog","jog","run","run"
"3284","2087","206","have a picnic","r_2wukjlsbzs6h5nc","8","q1_8","have a picnic","eat","eat","eat"
"3285","2097","207","camp","r_10oxdvxs8uciwfc","8","q1_8","camp","camp","camp","camp"
"3286","2107","208","crossing borders surreptitiously","r_qyjb72qh2k8ovjr","8","q1_8","crossing borders surreptitiously","crossing borders surreptitiously","crossing borders surreptitiously","crossing borders surreptitiously"
"3287","21111","209","hunting","r_1jvvwxpjh4diczb","8","q1_8","hunting","hunt","hunt","hunt"
"3288","2137","211","recreation","r_2e5dwgikicwuhzg","8","q1_8","recreation","recreation","recreation","recreation"
"3289","2157","213","fish","r_2sdbrpz7gxkbh7f","8","q1_8","fish","fish","fish","fish"
"3290","22111","219","evaluate trail characteristics and quality","r_3oek9vljioaymec","8","q1_8","evaluate trail characteristics and quality","evaluate trail characteristics and quality","evaluate trail characteristics and quality","evaluate trail characteristics and quality"
"3291","2237","221","litter","r_3rmoj01kvilypmc","8","q1_8","litter","trash","trash","trash"
"3292","2247","222","seek solitude","r_25bl4obcwvrvadb","8","q1_8","seek solitude","seek solitude","solitude","solitude"
"3293","2297","227","converse","r_3ojypcxihadfd3m","8","q1_8","converse","conversation","socialize","socialize"
"3294","2328","230","discover","r_2v4hskgleobyal3","8","q1_8","discover","discover","discover","discover"
"3295","2357","233","fishing","r_1g5ezd8q7pj7tb4","8","q1_8","fishing","fish","fish","fish"
"3296","2377","235","watch for wildlife","r_1mvgfgj3bokgarn","8","q1_8","watch for wildlife","view wildlife","view wildlife","view wildlife"
"3297","2487","246","eat gorp","r_25x9awvwplsswy5","8","q1_8","eat gorp","eat gorp","eat and drink","eat and drink"
"3298","2507","248","breathing","r_sdglchzm0s3igsx","8","q1_8","""breathing""","breathe","breathe","breathe"
"3299","2557","253","clean up after others","r_1ckg2nx2q5og10w","8","q1_8","clean up after others","clean up","clean up","clean up"
"3300","2587","256","party, drugs","r_3n2xq0ww34thajr","8","q1_8","party, drugs","party, drugs","party, drugs","recreational drugs"
"3301","2597","257","photography","r_3czxhrhum95tzxp","8","q1_8","photography","photograph","photograph","photograph"
"3302","2657","263","brushing","r_12dz3pai5jl1ni5","8","q1_8","brushing","brushing","brushing","brushing"
"3303","2667","264","view nature","r_1iqakxvf2nvczuw","8","q1_8","view nature","view nature","view nature","view nature"
"3304","2677","265","rest","r_2y2qxlksgc9lwd1","8","q1_8","rest","rest","rest","relax, rest and unwind"
"3305","2707","268","talk on their cell phones","r_3rznd0oruvrxd8e","8","q1_8","talk on their cell phones","talk on their cell phones","socialize","socialize"
"3306","2747","272","xcountry ski","r_3gy7th0xs0p3tmx","8","q1_8","xcountry ski","cross country ski","cross country ski","cross country ski"
"3307","2757","273","time to think","r_3g4mz2tnzcaogtw","8","q1_8","time to think","think","think","think and contemplate"
"3308","2767","274","get irritated with litter and destructive behaviors of others","r_0vrp1mgmzvqlztz","8","q1_8","get irritated with litter and destructive behaviors of others","get irritated with trash and destructive behaviors of others","get irritated with trash and destructive behaviors of others","get irritated with trash and destructive behaviors of others"
"3309","2777","275","discover flora/fauna","r_2y954dhb1xcpgow","8","q1_8","discover flora/fauna","discover plants/animals","discover plants/wildlife","discover plants/wildlife"
"3310","2797","277","ride a bike","r_2qodnf01ookxliu","8","q1_8","ride a bike","bike","bike","bike"
"3311","2807","278","roller blading","r_cfsu3eczerekwo5","8","q1_8","roller blading","rollerblade","rollerblade","rollerblade"
"3312","2828","280","ride horses","r_2xdo9frnhnnw5jn","8","q1_8","ride horses ","horseback ride","horseback ride","horseback ride"
"3313","2887","286","climb","r_3hospmfr7mrps2q","8","q1_8","climb ","rock climb","rock climb","rock climb"
"3314","29111","289","horseshorses","r_20nvter0jim8gia","8","q1_8","horseshorses","horseback ride","horseback ride","horseback ride"
"3315","2937","291","walk dogs","r_aiigxpwnci9rnwh","8","q1_8","walk dogs","walk pets","walk pets","walk pets"
"3316","2997","297","spend time alone","r_3ez67dsyxn4nn2f","8","q1_8","spend time alone","spend time alone","solitude","solitude"
"3317","30111","299","ride atvs","r_adrwcs2l12zardn","8","q1_8","ride atvs","atv ride","atv ride","atv ride"
"3318","3028","300","restore/repair shelters in the back country","r_3exewjnvph4zpib","8","q1_8","restore/repair shelters in the back country","restore/repair shelters in the back country","restore/repair shelters in the back country","relax, rest and unwind"
"3319","3077","305","walk dogs","r_1ejvdbk90ucay7f","8","q1_8","walk dogs","walk pets","walk pets","walk pets"
"3320","3137","311","eat lunch","r_axz3hjtbngocr0z","8","q1_8","eat lunch","eat lunch","eat lunch","eat lunch"
"3321","3157","313","enjoy time with horse","r_uexw3hbbvkokyxt","8","q1_8","enjoy time with horse","enjoy time with horse","enjoy time with horse","enjoy time with horse"
